user_id,login_ip,action_time,month_year,action,doc_type,doc_id
57,49.45.132.3,"2018-01-05 14:12:55",01-2018,"File Dispatch",F,2105
98,49.45.132.3,"2018-01-05 14:17:43",01-2018,"File Receive",F,862
57,49.45.132.3,"2018-01-05 14:18:01",01-2018,"File Dispatch",F,2079
98,49.45.132.3,"2018-01-05 14:19:08",01-2018,"Log Out",U,98
119,115.187.63.117,"2018-01-05 14:19:40",01-2018,Login,U,119
98,115.187.63.117,"2018-01-05 14:19:47",01-2018,Almirah,F,862
119,49.45.132.3,"2018-01-05 14:21:47",01-2018,"File Receive",F,552
102,115.187.63.117,"2018-01-05 14:22:13",01-2018,Login,U,102
119,49.45.132.3,"2018-01-05 14:23:22",01-2018,"File Dispatch",F,552
57,49.45.132.3,"2018-01-05 14:23:47",01-2018,"File Dispatch",F,927
16,49.45.132.3,"2018-01-05 14:27:48",01-2018,"File Dispatch",F,1893
16,49.45.132.3,"2018-01-05 14:27:48",01-2018,"File Dispatch",F,1893
16,49.45.132.3,"2018-01-05 14:27:48",01-2018,"File Dispatch",F,1893
16,49.45.132.3,"2018-01-05 14:27:48",01-2018,"File Dispatch",F,1893
16,49.45.132.3,"2018-01-05 14:27:48",01-2018,"File Dispatch",F,1893
64,115.187.63.117,"2018-01-05 14:28:54",01-2018,"File Receive",F,552
60,117.248.150.133,"2018-01-05 14:29:36",01-2018,"Log Out",U,60
133,117.248.150.133,"2018-01-05 14:30:04",01-2018,"File Receive",F,1996
57,49.45.132.3,"2018-01-05 14:30:48",01-2018,"File Receive",F,488
57,49.45.132.3,"2018-01-05 14:33:00",01-2018,"File Dispatch",F,488
98,49.45.132.3,"2018-01-05 14:33:17",01-2018,"Log Out",U,98
98,49.45.132.3,"2018-01-05 14:34:33",01-2018,Almirah,F,1107
64,49.45.132.3,"2018-01-05 14:34:34",01-2018,"File Dispatch",F,552
57,49.45.132.3,"2018-01-05 14:36:30",01-2018,"File Dispatch",F,2104
133,117.248.150.133,"2018-01-05 14:37:16",01-2018,"File Dispatch",F,1996
131,117.248.150.133,"2018-01-05 14:39:50",01-2018,Login,U,131
57,49.45.132.3,"2018-01-05 14:41:54",01-2018,"File Dispatch",F,41
131,117.248.150.133,"2018-01-05 14:41:55",01-2018,"File Receive",F,1815
131,117.248.150.133,"2018-01-05 14:43:50",01-2018,"File Dispatch",F,1815
57,49.45.132.3,"2018-01-05 14:44:54",01-2018,"File Dispatch",F,1945
57,49.45.132.3,"2018-01-05 14:47:55",01-2018,"File Dispatch",F,2094
19,49.45.132.3,"2018-01-05 14:48:02",01-2018,"Letter Attach To File",L,20023
16,49.45.132.3,"2018-01-05 14:49:15",01-2018,"File Dispatch",F,1893
16,49.45.132.3,"2018-01-05 14:49:15",01-2018,"File Dispatch",F,1893
16,49.45.132.3,"2018-01-05 14:49:15",01-2018,"File Dispatch",F,1893
16,49.45.132.3,"2018-01-05 14:49:15",01-2018,"File Dispatch",F,1893
16,49.45.132.3,"2018-01-05 14:49:15",01-2018,"File Dispatch",F,1893
16,49.45.132.3,"2018-01-05 14:49:15",01-2018,"File Dispatch",F,1893
16,49.45.132.3,"2018-01-05 14:49:15",01-2018,"Plan of Investigation",F,1893
57,49.45.132.3,"2018-01-05 14:51:32",01-2018,"File Dispatch",F,535
131,117.248.150.133,"2018-01-05 14:52:24",01-2018,"Log Out",U,131
137,117.248.150.133,"2018-01-05 14:53:14",01-2018,Login,U,137
102,115.187.63.117,"2018-01-05 14:53:48",01-2018,Login,U,102
57,115.187.63.117,"2018-01-05 14:55:03",01-2018,"File Dispatch",F,809
98,49.45.132.3,"2018-01-05 14:55:07",01-2018,Login,U,98
16,49.45.132.3,"2018-01-05 14:55:43",01-2018,"Profile Update",U,16
137,117.248.150.133,"2018-01-05 14:56:15",01-2018,"File Dispatch",F,1266
7,117.248.151.45,"2018-01-05 15:02:15",01-2018,"File Dispatch",F,253
61,117.223.219.18,"2018-01-05 15:07:18",01-2018,"File Receive",F,552
16,49.45.132.3,"2018-01-05 15:08:13",01-2018,"File Dispatch",F,1893
16,49.45.132.3,"2018-01-05 15:08:13",01-2018,"File Dispatch",F,1893
16,49.45.132.3,"2018-01-05 15:08:13",01-2018,"File Dispatch",F,1893
16,49.45.132.3,"2018-01-05 15:08:13",01-2018,"File Dispatch",F,1893
16,49.45.132.3,"2018-01-05 15:08:13",01-2018,"File Dispatch",F,1893
16,49.45.132.3,"2018-01-05 15:08:13",01-2018,"File Dispatch",F,1893
16,49.45.132.3,"2018-01-05 15:08:13",01-2018,"Plan of Investigation",F,1893
61,117.223.219.18,"2018-01-05 15:09:24",01-2018,"File Dispatch",F,552
65,115.187.63.117,"2018-01-05 15:09:49",01-2018,Login,U,65
61,117.223.219.18,"2018-01-05 15:11:59",01-2018,Login,U,61
58,117.223.219.18,"2018-01-05 15:13:35",01-2018,Login,U,58
16,115.187.63.117,"2018-01-05 15:15:48",01-2018,"File Dispatch",F,1893
16,115.187.63.117,"2018-01-05 15:15:48",01-2018,"File Dispatch",F,1893
16,115.187.63.117,"2018-01-05 15:15:48",01-2018,"File Dispatch",F,1893
16,115.187.63.117,"2018-01-05 15:15:48",01-2018,"File Dispatch",F,1893
16,115.187.63.117,"2018-01-05 15:15:48",01-2018,"File Dispatch",F,1893
16,115.187.63.117,"2018-01-05 15:15:48",01-2018,"File Dispatch",F,1893
16,115.187.63.117,"2018-01-05 15:15:48",01-2018,"Plan of Investigation",F,1893
61,117.223.219.18,"2018-01-05 15:16:59",01-2018,"File Receive",F,1374
152,49.45.132.3,"2018-01-05 15:17:31",01-2018,Login,U,152
65,117.223.219.18,"2018-01-05 15:17:33",01-2018,Login,U,65
152,115.187.63.117,"2018-01-05 15:18:15",01-2018,"Log Out",U,152
61,117.223.219.18,"2018-01-05 15:19:20",01-2018,"File Dispatch",F,1374
56,49.45.132.3,"2018-01-05 15:20:10",01-2018,"Letter Creation",L,21086
65,117.223.219.18,"2018-01-05 15:20:22",01-2018,"File Receive",F,1893
56,49.45.132.3,"2018-01-05 15:20:54",01-2018,"Letter Dispatch",L,21075
71,49.45.132.3,"2018-01-05 15:21:34",01-2018,Login,U,71
22,49.45.132.3,"2018-01-05 15:21:39",01-2018,Login,U,22
65,115.187.63.117,"2018-01-05 15:21:47",01-2018,"Log Out",U,65
65,117.223.219.18,"2018-01-05 15:22:02",01-2018,"File Dispatch",F,1893
61,117.223.219.18,"2018-01-05 15:22:06",01-2018,"File Receive",F,1379
67,115.187.63.117,"2018-01-05 15:22:09",01-2018,Login,U,67
56,49.45.132.3,"2018-01-05 15:22:10",01-2018,"Letter Dispatch",L,21060
7,117.248.151.45,"2018-01-05 15:22:12",01-2018,"File Dispatch",F,198
22,49.45.132.3,"2018-01-05 15:23:53",01-2018,"File Receive",F,660
16,49.45.132.3,"2018-01-05 15:24:08",01-2018,"File Dispatch",F,1893
16,49.45.132.3,"2018-01-05 15:24:08",01-2018,"File Dispatch",F,1893
16,49.45.132.3,"2018-01-05 15:24:08",01-2018,"File Dispatch",F,1893
16,49.45.132.3,"2018-01-05 15:24:08",01-2018,"File Dispatch",F,1893
16,49.45.132.3,"2018-01-05 15:24:08",01-2018,"File Dispatch",F,1893
16,49.45.132.3,"2018-01-05 15:24:08",01-2018,"File Dispatch",F,1893
16,49.45.132.3,"2018-01-05 15:24:08",01-2018,"Plan of Investigation",F,1893
65,117.223.219.18,"2018-01-05 15:24:15",01-2018,"File Receive",F,2010
67,49.45.132.3,"2018-01-05 15:24:24",01-2018,"File Receive",F,452
61,117.223.219.18,"2018-01-05 15:25:18",01-2018,"File Dispatch",F,1379
65,117.223.219.18,"2018-01-05 15:25:59",01-2018,"File Dispatch",F,2010
67,117.248.150.98,"2018-01-05 15:27:49",01-2018,"File Dispatch",F,452
61,117.223.219.18,"2018-01-05 15:28:03",01-2018,"File Receive",F,443
22,115.187.63.117,"2018-01-05 15:28:14",01-2018,"File Dispatch",F,660
98,115.187.63.117,"2018-01-05 15:28:40",01-2018,"File Dispatch",F,1934
22,115.187.63.117,"2018-01-05 15:29:19",01-2018,"Log Out",U,22
152,115.187.63.117,"2018-01-05 15:29:21",01-2018,Login,U,152
19,115.187.63.117,"2018-01-05 15:29:22",01-2018,"Letter Attach To File",L,9238
61,117.223.219.18,"2018-01-05 15:30:17",01-2018,"File Dispatch",F,443
152,49.45.132.3,"2018-01-05 15:30:27",01-2018,Login,U,152
152,115.187.63.117,"2018-01-05 15:31:02",01-2018,"Log Out",U,152
67,115.187.63.117,"2018-01-05 15:31:56",01-2018,"Log Out",U,67
63,49.45.132.3,"2018-01-05 15:32:13",01-2018,Login,U,63
152,49.45.132.3,"2018-01-05 15:32:32",01-2018,"File Receive",F,660
58,117.223.219.18,"2018-01-05 15:32:42",01-2018,Login,U,58
119,115.187.63.117,"2018-01-05 15:34:54",01-2018,"File Receive",F,552
58,117.223.219.18,"2018-01-05 15:35:33",01-2018,"File Receive",F,97
152,49.45.132.3,"2018-01-05 15:35:34",01-2018,"File Dispatch",F,660
152,49.45.132.3,"2018-01-05 15:36:18",01-2018,"Log Out",U,152
16,115.187.63.117,"2018-01-05 15:36:36",01-2018,"File Dispatch",F,1893
16,115.187.63.117,"2018-01-05 15:36:36",01-2018,"File Dispatch",F,1893
16,115.187.63.117,"2018-01-05 15:36:36",01-2018,"File Dispatch",F,1893
16,115.187.63.117,"2018-01-05 15:36:36",01-2018,"File Dispatch",F,1893
16,115.187.63.117,"2018-01-05 15:36:36",01-2018,"File Dispatch",F,1893
16,115.187.63.117,"2018-01-05 15:36:37",01-2018,"File Dispatch",F,1893
16,115.187.63.117,"2018-01-05 15:36:37",01-2018,"Plan of Investigation",F,1893
123,49.45.132.3,"2018-01-05 15:36:56",01-2018,"File Receive",F,1457
123,115.187.63.117,"2018-01-05 15:38:57",01-2018,"File Receive",F,1447
58,117.223.219.18,"2018-01-05 15:39:24",01-2018,"File Dispatch",F,97
94,115.187.63.117,"2018-01-05 15:39:44",01-2018,Login,U,94
103,115.187.63.117,"2018-01-05 15:39:55",01-2018,"Letter Attach To File",F,1319
102,49.45.132.3,"2018-01-05 15:40:22",01-2018,Login,U,102
123,117.248.150.98,"2018-01-05 15:41:33",01-2018,Almirah,F,1457
58,117.223.219.18,"2018-01-05 15:42:23",01-2018,"File Receive",F,115
103,115.187.63.117,"2018-01-05 15:42:58",01-2018,"Letter Attach To File",F,1319
123,115.187.63.117,"2018-01-05 15:43:37",01-2018,Almirah,F,1447
63,115.187.63.117,"2018-01-05 15:43:48",01-2018,"File Receive",F,1815
123,117.248.150.98,"2018-01-05 15:44:18",01-2018,"Log Out",U,123
137,117.248.150.133,"2018-01-05 15:44:19",01-2018,Login,U,137
65,117.223.219.18,"2018-01-05 15:44:42",01-2018,"Log Out",U,65
58,117.223.219.18,"2018-01-05 15:44:43",01-2018,"File Dispatch",F,115
60,117.223.219.18,"2018-01-05 15:45:01",01-2018,Login,U,60
22,117.248.150.133,"2018-01-05 15:45:29",01-2018,Login,U,22
63,49.45.132.3,"2018-01-05 15:46:13",01-2018,"File Dispatch",F,1815
71,115.187.63.117,"2018-01-05 15:46:16",01-2018,Login,U,71
60,117.223.219.18,"2018-01-05 15:47:11",01-2018,"File Receive",F,2097
58,117.223.219.18,"2018-01-05 15:47:32",01-2018,"File Receive",F,1541
22,117.248.150.133,"2018-01-05 15:47:37",01-2018,"File Receive",F,1266
71,115.187.63.117,"2018-01-05 15:48:24",01-2018,"File Receive",F,1137
60,117.223.219.18,"2018-01-05 15:49:29",01-2018,"File Dispatch",F,2097
22,117.248.150.133,"2018-01-05 15:49:45",01-2018,"File Dispatch",F,1266
58,117.223.219.18,"2018-01-05 15:50:01",01-2018,"File Dispatch",F,1541
56,115.187.63.117,"2018-01-05 15:50:02",01-2018,"Letter Creation",L,21089
94,49.45.132.3,"2018-01-05 15:50:21",01-2018,"File Dispatch",F,1234
71,115.187.63.117,"2018-01-05 15:50:26",01-2018,"File Dispatch",F,1137
152,117.248.150.133,"2018-01-05 15:50:44",01-2018,Login,U,152
60,117.223.219.18,"2018-01-05 15:50:54",01-2018,"Log Out",U,60
71,115.187.63.117,"2018-01-05 15:51:09",01-2018,"Log Out",U,71
65,117.223.219.18,"2018-01-05 15:51:14",01-2018,Login,U,65
137,117.248.150.133,"2018-01-05 15:52:07",01-2018,"Log Out",U,137
103,49.45.132.3,"2018-01-05 15:52:31",01-2018,"Letter Attach To File",F,1319
152,117.248.150.133,"2018-01-05 15:52:50",01-2018,"File Receive",F,1266
58,117.223.219.18,"2018-01-05 15:52:50",01-2018,"File Receive",F,600
65,117.223.219.18,"2018-01-05 15:53:44",01-2018,"File Receive",F,1943
53,117.248.150.98,"2018-01-05 15:54:19",01-2018,Login,U,53
152,117.248.150.133,"2018-01-05 15:54:52",01-2018,"File Dispatch",F,1266
58,117.223.219.18,"2018-01-05 15:54:59",01-2018,"File Dispatch",F,600
65,117.223.219.18,"2018-01-05 15:55:29",01-2018,"File Dispatch",F,1943
65,117.223.219.18,"2018-01-05 15:56:12",01-2018,"Log Out",U,65
60,117.223.219.18,"2018-01-05 15:56:36",01-2018,Login,U,60
16,117.248.150.133,"2018-01-05 15:56:39",01-2018,Login,U,16
58,117.223.219.18,"2018-01-05 15:57:48",01-2018,"File Receive",F,780
53,49.45.132.3,"2018-01-05 15:58:21",01-2018,"File Receive",F,1609
63,49.45.132.3,"2018-01-05 15:58:33",01-2018,"File Receive",F,329
60,117.223.219.18,"2018-01-05 15:58:43",01-2018,"File Receive",F,600
58,117.223.219.18,"2018-01-05 15:59:53",01-2018,"File Dispatch",F,780
64,115.187.63.117,"2018-01-05 16:00:12",01-2018,"File Receive",F,2115
60,117.223.219.18,"2018-01-05 16:00:40",01-2018,"File Dispatch",F,600
102,49.45.132.3,"2018-01-05 16:01:03",01-2018,"Log Out",U,102
120,49.45.132.3,"2018-01-05 16:01:15",01-2018,"File Receive",F,198
16,117.248.150.133,"2018-01-05 16:01:51",01-2018,Login,U,16
64,117.248.150.98,"2018-01-05 16:02:30",01-2018,"File Dispatch",F,2115
64,49.45.132.3,"2018-01-05 16:03:22",01-2018,Login,U,64
63,49.45.132.3,"2018-01-05 16:03:33",01-2018,"File Dispatch",F,329
102,49.45.132.3,"2018-01-05 16:03:34",01-2018,Login,U,102
58,117.223.219.18,"2018-01-05 16:03:40",01-2018,"File Receive",F,600
120,115.187.63.117,"2018-01-05 16:05:36",01-2018,"File Dispatch",F,198
102,49.45.132.3,"2018-01-05 16:05:45",01-2018,"Log Out",U,102
64,49.45.132.3,"2018-01-05 16:06:16",01-2018,"File Receive",F,1029
63,115.187.63.117,"2018-01-05 16:06:18",01-2018,"Log Out",U,63
58,117.223.219.18,"2018-01-05 16:06:20",01-2018,"File Dispatch",F,600
63,115.187.63.117,"2018-01-05 16:06:31",01-2018,Login,U,63
56,115.187.63.117,"2018-01-05 16:06:47",01-2018,"Letter Creation",L,21091
12,49.45.132.3,"2018-01-05 16:06:58",01-2018,"File Dispatch",F,440
64,115.187.63.117,"2018-01-05 16:08:30",01-2018,"File Dispatch",F,1029
63,49.45.132.3,"2018-01-05 16:08:39",01-2018,"Log Out",U,63
63,49.45.132.3,"2018-01-05 16:08:48",01-2018,Login,U,63
64,115.187.63.117,"2018-01-05 16:08:56",01-2018,Login,U,64
56,117.248.150.98,"2018-01-05 16:09:06",01-2018,"Letter Dispatch",L,21059
58,117.223.219.18,"2018-01-05 16:09:09",01-2018,"File Receive",F,2097
64,115.187.63.117,"2018-01-05 16:09:40",01-2018,"Log Out",U,64
56,49.45.132.3,"2018-01-05 16:10:06",01-2018,"Letter Dispatch",L,21061
56,49.45.132.3,"2018-01-05 16:10:18",01-2018,"Letter Dispatch",L,21063
137,49.45.132.3,"2018-01-05 16:10:22",01-2018,Login,U,137
98,115.187.63.117,"2018-01-05 16:11:03",01-2018,Login,U,98
103,49.45.132.3,"2018-01-05 16:11:16",01-2018,"Letter Attach To File",F,1319
64,115.187.63.117,"2018-01-05 16:11:18",01-2018,"File Receive",F,1266
61,117.223.219.18,"2018-01-05 16:12:01",01-2018,"File Receive",F,1029
129,117.248.150.133,"2018-01-05 16:12:39",01-2018,Login,U,129
53,115.187.63.117,"2018-01-05 16:12:43",01-2018,"File Dispatch",F,1609
64,49.45.132.3,"2018-01-05 16:13:26",01-2018,"File Dispatch",F,1266
19,49.45.132.3,"2018-01-05 16:13:41",01-2018,"Letter Attach To File",L,14623
58,117.223.219.18,"2018-01-05 16:14:36",01-2018,"File Dispatch",F,2097
60,117.223.219.18,"2018-01-05 16:14:37",01-2018,"File Receive",F,780
129,117.248.150.133,"2018-01-05 16:14:52",01-2018,"File Receive",F,1815
137,115.187.63.117,"2018-01-05 16:15:14",01-2018,"File Receive",F,1266
103,49.45.132.3,"2018-01-05 16:15:30",01-2018,"Letter Attach To File",F,1319
61,117.223.219.18,"2018-01-05 16:16:16",01-2018,Login,U,61
98,115.187.63.117,"2018-01-05 16:16:17",01-2018,"File Dispatch",F,721
60,117.223.219.18,"2018-01-05 16:16:21",01-2018,"File Dispatch",F,780
64,115.187.63.117,"2018-01-05 16:16:43",01-2018,"File Receive",F,2100
129,117.248.150.133,"2018-01-05 16:16:43",01-2018,"File Dispatch",F,1815
137,115.187.63.117,"2018-01-05 16:16:47",01-2018,Almirah,F,1266
60,117.223.219.18,"2018-01-05 16:17:06",01-2018,"Log Out",U,60
98,49.45.132.3,"2018-01-05 16:17:30",01-2018,"Letter Attach To File",F,654
137,49.45.132.3,"2018-01-05 16:17:30",01-2018,"Log Out",U,137
65,117.223.219.18,"2018-01-05 16:17:39",01-2018,Login,U,65
61,117.223.219.18,"2018-01-05 16:19:15",01-2018,"File Dispatch",F,1029
64,49.45.132.3,"2018-01-05 16:19:20",01-2018,"File Dispatch",F,2100
65,117.223.219.18,"2018-01-05 16:19:46",01-2018,"File Receive",F,853
98,49.45.132.3,"2018-01-05 16:21:03",01-2018,"File Receive",F,643
61,117.223.219.18,"2018-01-05 16:22:04",01-2018,"File Receive",F,535
65,117.223.219.18,"2018-01-05 16:22:11",01-2018,"File Dispatch",F,853
64,49.45.132.3,"2018-01-05 16:23:00",01-2018,"File Edit",F,42956
98,49.45.132.3,"2018-01-05 16:23:10",01-2018,Almirah,F,643
65,117.223.219.18,"2018-01-05 16:24:18",01-2018,"File Receive",F,1936
61,117.223.219.18,"2018-01-05 16:24:20",01-2018,"File Dispatch",F,535
119,49.45.132.3,"2018-01-05 16:24:47",01-2018,"Add Notesheet",F,552
65,117.223.219.18,"2018-01-05 16:26:01",01-2018,"File Dispatch",F,1936
64,49.45.132.3,"2018-01-05 16:26:25",01-2018,"File Receive",F,567
98,115.187.63.117,"2018-01-05 16:27:25",01-2018,"Letter Attach To File",F,654
119,115.187.63.117,"2018-01-05 16:27:42",01-2018,"File Dispatch",F,552
63,115.187.63.117,"2018-01-05 16:27:57",01-2018,"Log Out",U,63
63,115.187.63.117,"2018-01-05 16:27:57",01-2018,"Log Out",U,63
65,117.223.219.18,"2018-01-05 16:28:07",01-2018,"File Receive",F,59
67,115.187.63.117,"2018-01-05 16:28:12",01-2018,Login,U,67
64,49.45.132.3,"2018-01-05 16:29:15",01-2018,"File Dispatch",F,567
65,117.223.219.18,"2018-01-05 16:29:41",01-2018,"File Dispatch",F,59
67,115.187.63.117,"2018-01-05 16:30:17",01-2018,"File Receive",F,1555
65,117.223.219.18,"2018-01-05 16:31:47",01-2018,"File Receive",F,228
61,117.223.219.18,"2018-01-05 16:32:37",01-2018,"File Receive",F,542
67,49.45.132.3,"2018-01-05 16:32:50",01-2018,"File Dispatch",F,1555
64,115.187.63.117,"2018-01-05 16:33:22",01-2018,"File Receive",F,2106
65,117.223.219.18,"2018-01-05 16:33:29",01-2018,"File Dispatch",F,228
56,115.187.63.117,"2018-01-05 16:33:34",01-2018,"Letter Creation",L,21096
64,115.187.63.117,"2018-01-05 16:34:44",01-2018,"File Receive",F,570
67,49.45.132.3,"2018-01-05 16:34:54",01-2018,"File Receive",F,780
56,115.187.63.117,"2018-01-05 16:35:24",01-2018,"Letter Creation",L,21097
65,117.223.219.18,"2018-01-05 16:35:34",01-2018,"File Receive",F,1541
67,49.45.132.3,"2018-01-05 16:36:25",01-2018,"File Dispatch",F,780
67,49.45.132.3,"2018-01-05 16:37:06",01-2018,"Log Out",U,67
56,49.45.132.3,"2018-01-05 16:37:16",01-2018,"Letter Creation",L,21098
65,117.223.219.18,"2018-01-05 16:37:22",01-2018,"File Dispatch",F,1541
98,115.187.63.117,"2018-01-05 16:37:53",01-2018,"Letter Attach To File",F,654
67,49.45.132.3,"2018-01-05 16:38:03",01-2018,Login,U,67
64,115.187.63.117,"2018-01-05 16:38:18",01-2018,"File Dispatch",F,2106
56,49.45.132.3,"2018-01-05 16:38:23",01-2018,"Letter Creation",L,21100
64,49.45.132.3,"2018-01-05 16:39:00",01-2018,"File Dispatch",F,570
65,117.223.219.18,"2018-01-05 16:39:27",01-2018,"File Receive",F,115
65,117.223.219.18,"2018-01-05 16:41:39",01-2018,"File Dispatch",F,115
56,49.45.132.3,"2018-01-05 16:42:22",01-2018,"Letter Creation",L,21101
65,117.223.219.18,"2018-01-05 16:43:12",01-2018,"Log Out",U,65
61,117.223.219.18,"2018-01-05 16:43:37",01-2018,"File Dispatch",F,542
60,117.223.219.18,"2018-01-05 16:43:44",01-2018,Login,U,60
67,49.45.132.3,"2018-01-05 16:44:19",01-2018,"Log Out",U,67
63,115.187.63.117,"2018-01-05 16:45:49",01-2018,Login,U,63
60,117.223.219.18,"2018-01-05 16:46:09",01-2018,"File Receive",F,452
61,117.223.219.18,"2018-01-05 16:46:24",01-2018,"File Receive",F,2104
60,117.223.219.18,"2018-01-05 16:47:57",01-2018,"File Dispatch",F,452
63,115.187.63.117,"2018-01-05 16:48:35",01-2018,"File Receive",F,1893
61,117.223.219.18,"2018-01-05 16:48:36",01-2018,"File Dispatch",F,2104
58,117.223.219.18,"2018-01-05 16:50:47",01-2018,"File Receive",F,41
11,47.15.201.234,"2018-01-05 16:51:41",01-2018,Login,U,11
61,117.223.219.18,"2018-01-05 16:51:56",01-2018,"File Receive",F,2105
58,117.223.219.18,"2018-01-05 16:52:55",01-2018,"File Dispatch",F,41
63,49.45.132.3,"2018-01-05 16:53:51",01-2018,"File Dispatch",F,1893
61,117.223.219.18,"2018-01-05 16:54:14",01-2018,"File Dispatch",F,2105
102,49.45.132.3,"2018-01-05 16:55:04",01-2018,Login,U,102
99,49.45.132.3,"2018-01-05 16:56:55",01-2018,Login,U,99
61,117.223.219.18,"2018-01-05 16:57:00",01-2018,"File Receive",F,2079
98,49.45.132.3,"2018-01-05 16:57:34",01-2018,"File Receive",F,1555
60,117.223.219.18,"2018-01-05 16:58:14",01-2018,"File Receive",F,329
8,49.45.132.3,"2018-01-05 16:59:10",01-2018,Login,U,8
61,117.223.219.18,"2018-01-05 16:59:21",01-2018,"File Dispatch",F,2079
98,49.45.132.3,"2018-01-05 16:59:38",01-2018,Almirah,F,1555
60,117.223.219.18,"2018-01-05 17:00:27",01-2018,"File Dispatch",F,329
98,49.45.132.3,"2018-01-05 17:00:53",01-2018,"Letter Attach To File",F,654
61,117.223.219.18,"2018-01-05 17:02:12",01-2018,"File Receive",F,927
99,49.45.132.3,"2018-01-05 17:04:21",01-2018,"Letter Attach To File",F,2116
61,117.223.219.18,"2018-01-05 17:04:31",01-2018,"File Dispatch",F,927
64,49.45.132.3,"2018-01-05 17:05:11",01-2018,Login,U,64
117,49.45.132.3,"2018-01-05 17:05:23",01-2018,Login,U,117
12,49.45.132.3,"2018-01-05 17:05:44",01-2018,Login,U,12
99,49.45.132.3,"2018-01-05 17:06:50",01-2018,"File Dispatch",F,2116
99,49.45.132.3,"2018-01-05 17:07:33",01-2018,"Log Out",U,99
53,49.45.132.3,"2018-01-05 17:07:57",01-2018,"Log Out",U,53
61,117.223.219.18,"2018-01-05 17:07:59",01-2018,"File Receive",F,903
64,49.45.132.3,"2018-01-05 17:08:01",01-2018,"File Receive",F,1261
117,115.187.63.117,"2018-01-05 17:08:24",01-2018,"Log Out",U,117
98,115.187.63.117,"2018-01-05 17:08:25",01-2018,"Log Out",U,98
98,49.45.132.3,"2018-01-05 17:08:29",01-2018,"File Receive",F,1541
107,49.45.132.3,"2018-01-05 17:09:01",01-2018,Login,U,107
53,49.45.132.3,"2018-01-05 17:09:42",01-2018,Login,U,53
12,49.45.132.3,"2018-01-05 17:09:58",01-2018,"File Receive",F,567
61,117.223.219.18,"2018-01-05 17:10:23",01-2018,"File Dispatch",F,903
58,117.223.219.18,"2018-01-05 17:10:51",01-2018,"Log Out",U,58
64,115.187.63.117,"2018-01-05 17:10:52",01-2018,"File Dispatch",F,1261
98,115.187.63.117,"2018-01-05 17:11:11",01-2018,Almirah,F,1541
56,49.45.132.3,"2018-01-05 17:11:37",01-2018,"Letter Creation",L,21104
107,49.45.132.3,"2018-01-05 17:11:50",01-2018,"File Receive",F,854
12,49.45.132.3,"2018-01-05 17:12:06",01-2018,"File Receive",F,2100
53,49.45.132.3,"2018-01-05 17:12:37",01-2018,"File Receive",F,2116
61,117.223.219.18,"2018-01-05 17:13:17",01-2018,"File Receive",F,2094
56,49.45.132.3,"2018-01-05 17:13:59",01-2018,"Letter Creation",L,21105
59,117.223.219.18,"2018-01-05 17:15:22",01-2018,Login,U,59
14,115.187.63.117,"2018-01-05 17:15:26",01-2018,Login,U,14
56,115.187.63.117,"2018-01-05 17:15:27",01-2018,"Letter Creation",L,21106
12,49.45.132.3,"2018-01-05 17:16:15",01-2018,"File Receive",F,2115
61,117.223.219.18,"2018-01-05 17:16:27",01-2018,"File Dispatch",F,2094
107,115.187.63.117,"2018-01-05 17:17:21",01-2018,"File Dispatch",F,854
56,49.45.132.3,"2018-01-05 17:17:38",01-2018,"Letter Creation",L,21107
107,49.45.132.3,"2018-01-05 17:18:03",01-2018,"Log Out",U,107
14,49.45.132.3,"2018-01-05 17:18:06",01-2018,"File Receive",F,1261
59,117.223.219.18,"2018-01-05 17:19:10",01-2018,"File Receive",F,488
56,115.187.63.117,"2018-01-05 17:19:18",01-2018,"Letter Creation",L,21108
53,49.45.132.3,"2018-01-05 17:19:22",01-2018,"File Dispatch",F,2116
61,117.223.219.18,"2018-01-05 17:19:25",01-2018,"File Receive",F,809
14,49.45.132.3,"2018-01-05 17:19:29",01-2018,Almirah,F,1261
14,49.45.132.3,"2018-01-05 17:20:10",01-2018,"Log Out",U,14
56,49.45.132.3,"2018-01-05 17:20:21",01-2018,"Letter Creation",L,21109
4,49.45.132.3,"2018-01-05 17:21:31",01-2018,Login,U,4
59,117.223.219.18,"2018-01-05 17:21:41",01-2018,"File Dispatch",F,488
61,117.223.219.18,"2018-01-05 17:21:59",01-2018,"File Dispatch",F,809
56,49.45.132.3,"2018-01-05 17:23:54",01-2018,"Letter Creation",L,21110
56,49.45.132.3,"2018-01-05 17:25:25",01-2018,"Letter Creation",L,21111
3,49.45.132.3,"2018-01-05 17:28:29",01-2018,Login,U,3
56,115.187.63.117,"2018-01-05 17:29:10",01-2018,"Letter Creation",L,21112
56,49.45.132.3,"2018-01-05 17:31:03",01-2018,"Letter Creation",L,21113
3,115.187.63.117,"2018-01-05 17:31:20",01-2018,"File Receive",F,564
56,49.45.132.3,"2018-01-05 17:32:26",01-2018,"Letter Creation",L,21114
14,49.45.132.3,"2018-01-05 17:32:52",01-2018,Login,U,14
56,49.45.132.3,"2018-01-05 17:33:46",01-2018,"Letter Creation",L,21115
104,49.45.132.5,"2018-01-05 17:33:48",01-2018,Login,U,104
119,49.45.132.3,"2018-01-05 17:34:11",01-2018,"Log Out",U,119
3,49.45.132.3,"2018-01-05 17:34:28",01-2018,"File Dispatch",F,564
