user_id,login_ip,action_time,month_year,action,doc_type,doc_id
56,49.45.132.3,"2018-01-05 17:35:22",01-2018,"Letter Dispatch",L,21086
56,49.45.132.3,"2018-01-05 17:35:47",01-2018,"Letter Dispatch",L,21106
104,49.45.132.5,"2018-01-05 17:35:52",01-2018,"File Receive",F,253
56,115.187.63.117,"2018-01-05 17:36:08",01-2018,"Letter Dispatch",L,21105
56,115.187.63.117,"2018-01-05 17:36:21",01-2018,"Letter Dispatch",L,21104
56,49.45.132.3,"2018-01-05 17:37:07",01-2018,"Letter Dispatch",L,21101
132,49.45.132.3,"2018-01-05 17:37:32",01-2018,Login,U,132
56,49.45.132.3,"2018-01-05 17:37:35",01-2018,"Letter Dispatch",L,21100
104,49.45.132.5,"2018-01-05 17:37:54",01-2018,"Log Out",U,104
56,49.45.132.3,"2018-01-05 17:38:07",01-2018,"Letter Dispatch",L,21098
14,115.187.63.117,"2018-01-05 17:38:18",01-2018,"Letter Attach To File",F,725
56,49.45.132.3,"2018-01-05 17:38:40",01-2018,"Letter Dispatch",L,21097
4,49.45.132.3,"2018-01-05 17:38:44",01-2018,"File Receive",F,1158
56,49.45.132.3,"2018-01-05 17:38:58",01-2018,"Letter Dispatch",L,21096
56,49.45.132.3,"2018-01-05 17:39:15",01-2018,"Letter Dispatch",L,21091
56,49.45.132.3,"2018-01-05 17:39:43",01-2018,"Letter Dispatch",L,21089
132,49.45.132.3,"2018-01-05 17:39:46",01-2018,"File Receive",F,564
98,49.45.132.3,"2018-01-05 17:40:34",01-2018,"Log Out",U,98
56,115.187.63.117,"2018-01-05 17:41:36",01-2018,"Letter Dispatch",L,21109
56,49.45.132.3,"2018-01-05 17:41:54",01-2018,"Letter Dispatch",L,21110
56,49.45.132.3,"2018-01-05 17:42:05",01-2018,"Letter Dispatch",L,21111
14,49.45.132.3,"2018-01-05 17:42:25",01-2018,"File Dispatch",F,725
56,49.45.132.3,"2018-01-05 17:42:33",01-2018,"Letter Dispatch",L,21108
14,49.45.132.3,"2018-01-05 17:43:06",01-2018,"Log Out",U,14
4,49.45.132.3,"2018-01-05 17:43:30",01-2018,"File Dispatch",F,1158
132,49.45.132.3,"2018-01-05 17:43:38",01-2018,"File Dispatch",F,564
22,115.187.63.117,"2018-01-05 17:43:45",01-2018,Login,U,22
132,49.45.132.3,"2018-01-05 17:45:56",01-2018,"Log Out",U,132
103,117.248.150.98,"2018-01-05 17:46:44",01-2018,"Log Out",U,103
56,115.187.63.117,"2018-01-05 17:46:48",01-2018,"Log Out",U,56
22,49.45.132.3,"2018-01-05 17:48:31",01-2018,"File Receive",F,725
16,117.248.150.133,"2018-01-05 17:50:33",01-2018,"Log Out",U,16
4,117.248.150.133,"2018-01-05 17:51:05",01-2018,Login,U,4
4,117.248.150.133,"2018-01-05 17:51:46",01-2018,"Log Out",U,4
22,49.45.132.3,"2018-01-05 17:51:52",01-2018,"File Dispatch",F,725
22,49.45.132.3,"2018-01-05 17:53:07",01-2018,"Log Out",U,22
59,117.223.219.18,"2018-01-05 18:02:27",01-2018,"Log Out",U,59
61,117.223.219.18,"2018-01-05 18:04:44",01-2018,"Log Out",U,61
57,49.45.132.3,"2018-01-05 18:18:40",01-2018,"File Receive",F,452
57,49.45.132.3,"2018-01-05 18:21:23",01-2018,"File Dispatch",F,452
57,49.45.132.3,"2018-01-05 18:25:30",01-2018,"File Receive",F,1029
57,49.45.132.3,"2018-01-05 18:27:54",01-2018,"File Dispatch",F,1029
57,49.45.132.3,"2018-01-05 18:34:16",01-2018,"File Dispatch",F,1975
57,49.45.132.3,"2018-01-05 18:38:15",01-2018,"File Dispatch",F,824
57,49.45.132.3,"2018-01-05 18:41:59",01-2018,"File Receive",F,2097
57,49.45.132.3,"2018-01-05 18:45:35",01-2018,"File Dispatch",F,2097
57,49.45.132.3,"2018-01-05 18:48:59",01-2018,"File Receive",F,449
57,49.45.132.3,"2018-01-05 18:56:04",01-2018,"File Dispatch",F,449
57,49.45.132.3,"2018-01-05 18:59:28",01-2018,"File Receive",F,600
19,49.45.132.3,"2018-01-05 19:03:39",01-2018,Login,U,19
12,49.45.132.3,"2018-01-05 19:06:05",01-2018,"Log Out",U,12
19,49.45.132.3,"2018-01-05 19:06:38",01-2018,"File Dispatch",F,673
57,49.45.132.3,"2018-01-05 19:08:36",01-2018,"File Dispatch",F,871
57,49.45.132.3,"2018-01-05 19:12:08",01-2018,"File Dispatch",F,166
57,49.45.132.3,"2018-01-05 19:14:53",01-2018,"File Receive",F,2035
57,49.45.132.3,"2018-01-05 19:18:51",01-2018,"File Dispatch",F,2035
57,49.45.132.3,"2018-01-05 19:22:17",01-2018,"File Receive",F,903
57,49.45.132.3,"2018-01-05 19:24:23",01-2018,"File Dispatch",F,903
98,49.45.132.3,"2018-01-05 19:27:10",01-2018,"Log Out",U,98
57,49.45.132.3,"2018-01-05 19:28:18",01-2018,"File Receive",F,542
57,49.45.132.3,"2018-01-05 19:31:18",01-2018,"File Dispatch",F,542
57,49.45.132.3,"2018-01-05 19:34:02",01-2018,"File Receive",F,443
57,49.45.132.3,"2018-01-05 19:35:28",01-2018,"File Dispatch",F,443
57,49.45.132.3,"2018-01-05 19:39:13",01-2018,"File Dispatch",F,600
57,49.45.132.3,"2018-01-06 10:37:01",01-2018,Login,U,57
151,117.248.150.232,"2018-01-06 10:37:49",01-2018,Login,U,151
57,115.187.63.117,"2018-01-06 10:40:59",01-2018,"File Receive",F,97
7,117.248.150.197,"2018-01-06 10:46:28",01-2018,Login,U,7
57,49.45.132.3,"2018-01-06 10:47:03",01-2018,"File Dispatch",F,97
57,115.187.63.117,"2018-01-06 10:49:48",01-2018,"File Receive",F,1379
57,49.45.132.3,"2018-01-06 10:51:24",01-2018,"File Dispatch",F,1379
66,59.92.147.194,"2018-01-06 10:52:31",01-2018,Login,U,66
16,117.248.150.232,"2018-01-06 10:53:17",01-2018,Login,U,16
16,117.248.150.232,"2018-01-06 10:53:25",01-2018,Login,U,16
57,115.187.63.117,"2018-01-06 10:57:34",01-2018,"File Dispatch",F,226
58,103.197.83.76,"2018-01-06 11:02:18",01-2018,Login,U,58
5,49.45.132.3,"2018-01-06 11:03:52",01-2018,Login,U,5
107,49.45.132.3,"2018-01-06 11:07:49",01-2018,Login,U,107
115,49.45.132.3,"2018-01-06 11:08:18",01-2018,Login,U,115
16,117.248.150.232,"2018-01-06 11:08:43",01-2018,"Log Out",U,16
57,49.45.132.3,"2018-01-06 11:08:46",01-2018,"File Dispatch",F,1801
16,117.248.150.232,"2018-01-06 11:11:24",01-2018,Login,U,16
57,49.45.132.3,"2018-01-06 11:11:31",01-2018,"File Receive",F,329
57,49.45.132.3,"2018-01-06 11:13:03",01-2018,"File Dispatch",F,329
107,115.187.63.117,"2018-01-06 11:15:33",01-2018,"File Receive",F,649
3,115.187.63.117,"2018-01-06 11:32:25",01-2018,Login,U,3
12,49.45.132.3,"2018-01-06 11:34:22",01-2018,Login,U,12
102,115.187.63.117,"2018-01-06 11:35:22",01-2018,Login,U,102
3,117.248.150.98,"2018-01-06 11:36:45",01-2018,Login,U,3
16,49.45.132.3,"2018-01-06 11:37:51",01-2018,Login,U,16
4,117.248.150.232,"2018-01-06 11:40:52",01-2018,Login,U,4
3,49.45.132.3,"2018-01-06 11:41:49",01-2018,"File Receive",F,564
4,117.248.150.232,"2018-01-06 11:42:26",01-2018,"Log Out",U,4
16,117.248.150.232,"2018-01-06 11:43:15",01-2018,Login,U,16
3,49.45.132.3,"2018-01-06 11:45:48",01-2018,Almirah,F,564
16,49.45.132.3,"2018-01-06 11:46:39",01-2018,"File Dispatch",F,334
3,49.45.132.3,"2018-01-06 11:47:35",01-2018,"Log Out",U,3
12,49.45.132.3,"2018-01-06 12:02:13",01-2018,Almirah,F,896
12,115.187.63.117,"2018-01-06 12:02:13",01-2018,Almirah,F,2115
12,49.45.132.3,"2018-01-06 12:02:13",01-2018,Almirah,F,2062
12,49.45.132.3,"2018-01-06 12:02:13",01-2018,"File Receive",F,1374
3,115.187.63.117,"2018-01-06 12:03:16",01-2018,"Add Notesheet",F,566
66,49.45.132.3,"2018-01-06 12:04:17",01-2018,Login,U,66
12,49.45.132.3,"2018-01-06 12:06:39",01-2018,Almirah,F,2100
66,49.45.132.3,"2018-01-06 12:07:20",01-2018,"File Receive",F,374
63,115.187.63.117,"2018-01-06 12:08:06",01-2018,Login,U,63
66,49.45.132.3,"2018-01-06 12:09:17",01-2018,"File Dispatch",F,374
19,49.45.132.3,"2018-01-06 12:10:00",01-2018,Login,U,19
7,117.248.150.197,"2018-01-06 12:10:18",01-2018,"File Dispatch",F,200
63,115.187.63.117,"2018-01-06 12:11:09",01-2018,"File Receive",F,334
63,49.45.132.3,"2018-01-06 12:13:57",01-2018,"File Dispatch",F,334
63,49.45.132.3,"2018-01-06 12:14:38",01-2018,"Log Out",U,63
57,117.248.150.232,"2018-01-06 12:28:37",01-2018,Login,U,57
19,49.45.132.3,"2018-01-06 12:40:26",01-2018,Login,U,19
151,117.248.150.232,"2018-01-06 12:41:29",01-2018,Login,U,151
7,117.248.150.232,"2018-01-06 12:44:58",01-2018,Login,U,7
7,117.248.150.232,"2018-01-06 12:47:30",01-2018,"Log Out",U,7
1,59.97.218.5,"2018-01-06 12:48:52",01-2018,Login,U,1
57,117.248.150.232,"2018-01-06 12:51:41",01-2018,"Log Out",U,57
12,49.45.132.3,"2018-01-06 12:54:06",01-2018,Login,U,12
9,49.45.132.3,"2018-01-06 12:54:44",01-2018,Login,U,9
58,103.197.83.76,"2018-01-06 12:56:05",01-2018,"Log Out",U,58
61,103.197.83.76,"2018-01-06 12:56:43",01-2018,Login,U,61
12,49.45.132.3,"2018-01-06 12:58:11",01-2018,"Letter Attach To File",L,20855
61,103.197.83.76,"2018-01-06 12:59:26",01-2018,"File Receive",F,570
16,117.248.150.232,"2018-01-06 12:59:27",01-2018,"Log Out",U,16
107,115.187.63.117,"2018-01-06 12:59:38",01-2018,"File Dispatch",F,649
12,115.187.63.117,"2018-01-06 12:59:40",01-2018,"Letter Attach To File",L,20869
19,117.248.150.232,"2018-01-06 12:59:45",01-2018,Login,U,19
12,49.45.132.3,"2018-01-06 13:01:19",01-2018,"Letter Attach To File",L,20275
61,103.197.83.76,"2018-01-06 13:01:55",01-2018,"File Dispatch",F,570
12,49.45.132.3,"2018-01-06 13:02:04",01-2018,"Letter Attach To File",L,20276
115,49.45.132.3,"2018-01-06 13:02:50",01-2018,"File Receive",F,649
12,49.45.132.3,"2018-01-06 13:02:59",01-2018,"Letter Attach To File",L,20286
58,103.197.83.76,"2018-01-06 13:04:36",01-2018,Login,U,58
115,115.187.63.117,"2018-01-06 13:04:42",01-2018,Almirah,F,649
12,49.45.132.3,"2018-01-06 13:05:38",01-2018,"Letter Attach To File",L,20205
12,49.45.132.3,"2018-01-06 13:05:49",01-2018,"Letter Attach To File",L,20465
25,49.45.132.3,"2018-01-06 13:06:55",01-2018,Login,U,25
58,103.197.83.76,"2018-01-06 13:07:41",01-2018,"File Receive",F,1945
16,49.45.132.3,"2018-01-06 13:07:42",01-2018,Login,U,16
12,49.45.132.3,"2018-01-06 13:07:58",01-2018,"Letter Attach To File",L,20439
12,49.45.132.3,"2018-01-06 13:09:26",01-2018,"Letter Attach To File",L,20452
58,103.197.83.76,"2018-01-06 13:09:41",01-2018,"File Dispatch",F,1945
16,49.45.132.3,"2018-01-06 13:11:06",01-2018,"File Receive",F,1893
12,115.187.63.117,"2018-01-06 13:11:10",01-2018,"Letter Attach To File",L,20762
25,49.45.132.3,"2018-01-06 13:11:10",01-2018,"File Dispatch",F,386
61,103.197.83.76,"2018-01-06 13:11:53",01-2018,"File Receive",F,1945
16,115.187.63.117,"2018-01-06 13:13:45",01-2018,"File Receive",F,334
16,49.45.132.3,"2018-01-06 13:14:31",01-2018,"File Receive",F,334
61,103.197.83.76,"2018-01-06 13:14:39",01-2018,"File Dispatch",F,1945
25,49.45.132.3,"2018-01-06 13:14:58",01-2018,"File Dispatch",F,431
12,49.45.132.3,"2018-01-06 13:15:38",01-2018,"Letter Attach To File",L,20644
120,49.45.132.3,"2018-01-06 13:16:08",01-2018,Login,U,120
120,49.45.132.3,"2018-01-06 13:16:52",01-2018,Login,U,120
12,49.45.132.3,"2018-01-06 13:16:56",01-2018,"Letter Attach To File",L,20358
12,49.45.132.3,"2018-01-06 13:17:06",01-2018,"Letter Attach To File",L,20518
12,49.45.132.3,"2018-01-06 13:17:18",01-2018,"Letter Attach To File",L,20618
12,49.45.132.3,"2018-01-06 13:17:34",01-2018,"Letter Attach To File",L,20626
16,49.45.132.3,"2018-01-06 13:18:07",01-2018,"File Dispatch",F,334
120,49.45.132.3,"2018-01-06 13:19:21",01-2018,"File Receive",F,200
19,49.45.132.3,"2018-01-06 13:19:28",01-2018,Login,U,19
12,49.45.132.3,"2018-01-06 13:21:24",01-2018,"Letter Attach To File",L,19432
120,49.45.132.3,"2018-01-06 13:21:30",01-2018,"File Dispatch",F,200
12,115.187.63.117,"2018-01-06 13:21:34",01-2018,"Letter Attach To File",L,19430
12,115.187.63.117,"2018-01-06 13:21:39",01-2018,"Letter Attach To File",L,19431
12,115.187.63.117,"2018-01-06 13:22:17",01-2018,"Letter Attach To File",L,19327
12,115.187.63.117,"2018-01-06 13:22:23",01-2018,"Letter Attach To File",L,19320
58,103.197.83.76,"2018-01-06 13:23:54",01-2018,"File Receive",F,1943
63,115.187.63.117,"2018-01-06 13:24:31",01-2018,Login,U,63
58,103.197.83.76,"2018-01-06 13:25:29",01-2018,"File Dispatch",F,1943
102,49.45.132.3,"2018-01-06 13:26:12",01-2018,Login,U,102
12,115.187.63.117,"2018-01-06 13:26:29",01-2018,"Letter Attach To File",L,18701
63,49.45.132.3,"2018-01-06 13:27:23",01-2018,"File Receive",F,334
12,49.45.132.3,"2018-01-06 13:27:28",01-2018,"Letter Attach To File",L,18748
58,103.197.83.76,"2018-01-06 13:28:22",01-2018,"File Receive",F,1936
102,115.187.63.117,"2018-01-06 13:28:23",01-2018,"File Receive",F,570
12,49.45.132.3,"2018-01-06 13:28:52",01-2018,"Letter Attach To File",L,19250
102,49.45.132.3,"2018-01-06 13:29:51",01-2018,Almirah,F,570
63,49.45.132.3,"2018-01-06 13:29:59",01-2018,"File Dispatch",F,334
12,49.45.132.3,"2018-01-06 13:30:02",01-2018,"Letter Attach To File",L,19765
58,103.197.83.76,"2018-01-06 13:30:04",01-2018,"File Dispatch",F,1936
12,49.45.132.3,"2018-01-06 13:30:11",01-2018,"Letter Attach To File",L,19764
63,49.45.132.3,"2018-01-06 13:30:50",01-2018,"Log Out",U,63
58,103.197.83.76,"2018-01-06 13:34:11",01-2018,"File Receive",F,226
58,103.197.83.76,"2018-01-06 13:37:49",01-2018,"File Dispatch",F,226
60,117.248.150.232,"2018-01-06 13:39:16",01-2018,Login,U,60
12,49.45.132.3,"2018-01-06 13:46:32",01-2018,"Log Out",U,12
58,103.197.83.76,"2018-01-06 13:49:34",01-2018,"File Receive",F,1975
